age,job,marital,education,balance,housing,loan,day,month,duration,campaign,poutcome,deposit,pdays_contacted,housing_loan_interaction
56,management,married,tertiary,94,0,0,23,7,8.83,3-6 fois,missing,0,0,0
45,management,single,tertiary,997,0,1,19,11,2.53,1 fois,missing,0,0,0
38,self-employed,married,tertiary,2084,1,0,16,4,1.18,2 fois,failure,0,1,0
28,entrepreneur,single,secondary,1734,1,0,3,6,2.68,3-6 fois,missing,0,0,0
51,entrepreneur,married,primary,805,1,0,8,8,2.2,3-6 fois,missing,0,0,0
32,technician,single,,317,1,0,21,5,6.57,2 fois,missing,0,0,0
31,blue-collar,married,secondary,369,1,1,14,5,1.48,2 fois,missing,0,0,1
34,technician,married,tertiary,100,0,0,20,8,3.27,2 fois,missing,0,0,0
46,blue-collar,married,primary,-44,0,1,22,8,0.27,> 6 fois,missing,0,0,0
36,technician,divorced,secondary,3296,1,0,17,11,2.17,1 fois,missing,0,0,0
39,blue-collar,married,primary,-50,1,0,15,5,1.67,1 fois,missing,0,0,0
42,technician,single,tertiary,-411,1,0,24,7,3.53,3-6 fois,missing,0,0,0
32,student,single,tertiary,922,0,0,18,10,5.63,2 fois,missing,0,0,0
35,management,married,,1128,1,0,4,6,7.62,1 fois,missing,0,0,0
50,blue-collar,married,tertiary,5423,1,0,21,11,1.25,3-6 fois,missing,0,0,0
55,housemaid,married,primary,1537,0,0,19,6,5.98,1 fois,missing,0,0,0
51,entrepreneur,married,secondary,0,0,0,30,5,8.5,3-6 fois,missing,0,0,0
43,services,married,tertiary,519,1,0,18,5,11.92,3-6 fois,missing,0,0,0
46,admin.,married,secondary,186,1,0,11,5,10.72,2 fois,missing,0,0,0
31,management,married,tertiary,83,0,0,29,1,5.0,1 fois,missing,0,0,0
38,management,married,primary,1365,1,0,5,6,3.73,1 fois,missing,0,0,0
40,retired,single,secondary,1734,1,0,3,6,2.05,3-6 fois,missing,0,0,0
53,management,married,secondary,51,1,0,17,4,1.82,1 fois,missing,0,0,0
41,,single,tertiary,1567,0,0,1,7,4.85,2 fois,missing,0,0,0
46,blue-collar,single,primary,96,1,0,19,11,3.62,1 fois,missing,0,0,0
48,blue-collar,single,secondary,8982,1,0,14,5,10.47,1 fois,missing,0,0,0
31,blue-collar,divorced,secondary,-209,1,0,8,5,2.57,3-6 fois,failure,0,1,0
29,management,married,tertiary,-6,1,0,9,5,5.4,1 fois,missing,0,0,0
37,management,married,tertiary,355,0,0,4,8,5.67,1 fois,missing,0,0,0
37,self-employed,married,primary,0,0,0,7,5,1.87,3-6 fois,missing,0,0,0
56,self-employed,married,,0,0,0,19,8,2.17,1 fois,missing,0,0,0
60,blue-collar,divorced,secondary,1310,0,0,7,5,2.53,2 fois,missing,0,0,0
46,services,married,tertiary,2520,1,0,19,11,2.4,1 fois,missing,0,0,0
31,services,single,secondary,1629,1,0,19,5,5.73,2 fois,missing,0,0,0
51,technician,married,,573,1,1,14,5,3.85,1 fois,missing,0,0,1
38,technician,single,secondary,1655,0,0,29,7,6.53,2 fois,missing,0,0,0
39,services,single,secondary,26,1,0,14,5,2.77,3-6 fois,missing,0,0,0
30,management,single,secondary,186,1,0,20,11,3.92,3-6 fois,missing,0,0,0
35,technician,married,secondary,13658,1,0,9,12,3.67,2 fois,missing,0,0,0
31,technician,single,tertiary,23,0,0,25,8,2.02,3-6 fois,missing,0,0,0
27,blue-collar,single,secondary,87,0,0,10,7,4.08,1 fois,missing,0,0,0
42,technician,single,secondary,49,0,0,9,2,0.12,> 6 fois,missing,0,0,0
67,retired,married,tertiary,3810,0,0,21,10,20.1,1 fois,missing,0,0,0
32,admin.,married,secondary,56,1,0,2,2,4.58,1 fois,missing,0,1,0
49,entrepreneur,married,tertiary,384,0,0,11,6,1.07,1 fois,missing,0,0,0
56,blue-collar,divorced,primary,8,1,0,5,5,2.62,2 fois,missing,0,0,0
34,technician,single,tertiary,2671,0,0,19,8,1.98,> 6 fois,missing,0,0,0
50,admin.,divorced,secondary,3240,0,0,21,11,2.4,2 fois,missing,0,0,0
27,self-employed,single,tertiary,147,0,0,22,6,1.85,3-6 fois,missing,0,0,0
56,retired,married,primary,63,0,0,19,8,2.03,2 fois,missing,0,0,0
44,technician,married,secondary,7863,0,0,26,8,0.98,3-6 fois,missing,0,0,0
45,admin.,single,secondary,946,1,0,21,11,0.93,2 fois,failure,0,1,0
45,management,married,secondary,237,1,0,21,11,8.77,1 fois,missing,0,0,0
37,student,divorced,tertiary,0,0,0,30,7,1.67,3-6 fois,missing,0,0,0
26,blue-collar,married,secondary,245,1,0,28,5,2.43,2 fois,missing,0,0,0
32,services,married,secondary,315,0,0,4,8,2.48,1 fois,missing,0,0,0
25,student,single,secondary,1139,1,0,15,5,0.37,3-6 fois,missing,0,0,0
48,management,married,secondary,0,1,0,23,7,1.5,2 fois,missing,0,0,0
29,services,married,primary,-102,0,0,4,7,2.23,1 fois,missing,0,0,0
46,management,married,tertiary,3984,0,0,13,8,1.28,2 fois,missing,0,0,0
34,blue-collar,married,secondary,1988,1,0,29,1,0.88,1 fois,failure,0,1,0
46,management,married,tertiary,125,1,0,12,5,1.35,3-6 fois,missing,0,0,0
31,blue-collar,married,secondary,505,1,0,17,4,3.63,3-6 fois,missing,0,1,0
39,technician,married,secondary,834,1,1,20,4,6.5,1 fois,missing,0,0,1
29,admin.,married,secondary,494,1,0,26,5,5.68,2 fois,missing,0,0,0
38,blue-collar,single,primary,947,1,0,12,5,6.02,2 fois,missing,0,0,0
40,unemployed,divorced,secondary,262,1,0,14,5,2.72,3-6 fois,missing,0,0,0
39,management,married,tertiary,141,1,0,13,5,13.13,2 fois,missing,0,1,0
49,technician,divorced,secondary,-236,1,0,26,5,3.4,2 fois,missing,0,0,0
34,management,single,tertiary,2555,1,0,26,5,2.15,2 fois,missing,0,0,0
30,technician,single,secondary,298,1,0,16,5,2.73,2 fois,missing,0,0,0
57,entrepreneur,married,secondary,1179,0,0,19,8,3.15,2 fois,missing,0,0,0
34,services,married,primary,31,0,1,9,7,0.88,3-6 fois,missing,0,0,0
21,student,single,secondary,357,0,0,2,9,1.92,3-6 fois,missing,0,0,0
35,self-employed,single,tertiary,1129,1,0,21,11,1.07,2 fois,failure,0,1,0
39,technician,single,tertiary,861,0,0,20,6,0.53,3-6 fois,missing,0,0,0
42,housemaid,married,primary,16,0,0,11,6,1.32,1 fois,missing,0,0,0
25,services,single,secondary,895,1,0,3,6,2.78,1 fois,missing,0,0,0
27,services,single,secondary,504,1,0,18,5,1.77,3-6 fois,missing,0,1,0
33,management,single,secondary,2955,1,0,18,5,2.97,2 fois,missing,0,0,0
51,services,married,secondary,122,0,1,6,8,8.32,2 fois,missing,0,0,0
32,management,married,tertiary,2204,0,0,27,8,2.05,3-6 fois,missing,0,0,0
53,blue-collar,married,,111,0,0,20,6,0.65,3-6 fois,missing,0,0,0
29,management,single,tertiary,1566,1,0,4,6,3.88,1 fois,missing,0,0,0
33,admin.,divorced,secondary,661,1,0,4,5,1.5,3-6 fois,failure,0,1,0
33,management,single,tertiary,2485,1,0,2,11,1.52,2 fois,missing,0,0,0
32,services,married,secondary,3756,1,0,4,6,1.42,3-6 fois,missing,0,0,0
31,blue-collar,married,secondary,43,1,0,19,5,6.75,3-6 fois,missing,0,0,0
45,management,married,tertiary,1529,0,0,30,6,2.67,1 fois,missing,0,0,0
57,services,married,secondary,84,1,0,15,5,0.98,1 fois,missing,0,0,0
47,services,married,secondary,311,1,1,12,5,3.97,1 fois,failure,0,1,1
52,blue-collar,married,secondary,408,0,0,29,1,5.63,2 fois,missing,0,0,0
56,housemaid,divorced,secondary,1866,0,1,1,10,12.67,1 fois,missing,0,0,0
51,blue-collar,married,primary,42,1,0,12,5,0.85,2 fois,failure,0,1,0
40,student,married,secondary,260,0,0,19,11,0.87,1 fois,failure,0,1,0
30,management,married,tertiary,2994,1,0,26,3,2.6,1 fois,missing,0,1,0
39,management,married,tertiary,0,0,0,27,5,3.42,> 6 fois,missing,0,0,0
42,admin.,married,secondary,1133,1,0,4,2,2.68,3-6 fois,failure,0,1,0
25,management,single,tertiary,2305,0,0,3,2,3.45,1 fois,missing,0,0,0
60,retired,married,secondary,143,0,0,30,1,5.75,1 fois,missing,0,0,0
37,management,married,primary,4721,0,0,28,1,0.77,1 fois,missing,0,0,0
48,blue-collar,married,primary,5366,1,0,21,5,4.13,3-6 fois,missing,0,0,0
32,management,married,tertiary,71,0,0,2,2,1.25,1 fois,missing,0,0,0
33,admin.,single,secondary,1437,1,0,21,5,10.68,1 fois,missing,0,0,0
51,housemaid,married,primary,1093,0,1,18,6,0.3,1 fois,missing,0,0,0
43,admin.,married,secondary,817,1,1,21,11,0.85,1 fois,missing,0,0,1
31,blue-collar,married,primary,196,0,0,7,8,4.13,1 fois,missing,0,0,0
36,housemaid,married,secondary,205,1,0,18,11,2.93,3-6 fois,missing,0,0,0
58,self-employed,married,secondary,0,1,0,3,2,11.7,3-6 fois,failure,0,1,0
33,blue-collar,married,primary,1002,1,0,30,5,3.35,3-6 fois,missing,0,0,0
31,technician,single,secondary,2916,0,0,14,8,2.9,2 fois,missing,0,0,0
28,technician,single,tertiary,4513,1,0,27,5,2.78,3-6 fois,missing,0,0,0
29,blue-collar,married,primary,7,1,0,12,5,1.15,3-6 fois,missing,0,0,0
34,technician,married,secondary,0,0,0,28,8,3.05,> 6 fois,missing,0,0,0
31,technician,single,secondary,253,0,0,13,1,4.37,1 fois,missing,0,0,0
31,services,married,secondary,28,1,0,8,5,1.68,1 fois,missing,0,0,0
37,admin.,divorced,tertiary,-65,0,0,21,7,3.77,1 fois,missing,0,0,0
32,services,divorced,tertiary,376,1,0,20,5,1.7,2 fois,missing,0,0,0
42,management,married,secondary,1018,0,0,29,7,5.08,2 fois,missing,0,0,0
34,technician,married,secondary,260,1,0,17,4,0.33,2 fois,failure,0,1,0
74,retired,married,primary,5539,0,0,12,7,6.5,2 fois,failure,0,1,0
60,services,divorced,secondary,758,0,0,3,2,4.7,1 fois,missing,0,0,0
32,unemployed,married,secondary,262,0,0,29,1,3.38,1 fois,missing,0,0,0
47,technician,divorced,secondary,236,0,0,18,8,4.38,3-6 fois,missing,0,0,0
45,services,divorced,secondary,396,1,1,1,4,4.18,3-6 fois,failure,0,1,1
50,entrepreneur,married,secondary,1857,0,1,19,6,0.43,2 fois,missing,0,0,0
39,self-employed,married,secondary,4722,1,0,17,6,8.05,1 fois,missing,0,0,0
60,retired,divorced,secondary,935,0,0,31,7,0.13,> 6 fois,missing,0,0,0
47,management,married,,4567,0,0,31,7,15.35,3-6 fois,missing,0,0,0
40,admin.,divorced,secondary,220,1,0,18,5,3.28,2 fois,missing,0,0,0
26,blue-collar,single,secondary,8,1,0,13,5,2.78,1 fois,missing,0,0,0
43,management,single,secondary,109,1,0,27,5,1.07,3-6 fois,missing,0,0,0
30,unemployed,single,secondary,0,1,0,16,4,2.28,1 fois,missing,0,0,0
34,entrepreneur,married,secondary,456,1,1,28,8,2.28,> 6 fois,missing,0,0,1
35,technician,married,secondary,5553,1,0,6,4,6.18,3-6 fois,failure,0,1,0
21,student,single,,137,1,0,12,5,3.3,3-6 fois,missing,0,0,0
52,admin.,married,secondary,299,0,0,19,11,5.17,3-6 fois,missing,0,0,0
31,admin.,single,secondary,162,1,0,28,5,4.12,1 fois,missing,0,0,0
42,technician,divorced,secondary,1533,0,1,5,8,1.43,1 fois,missing,0,0,0
31,entrepreneur,single,,301,1,0,4,2,6.18,1 fois,missing,0,0,0
58,management,married,tertiary,1697,0,0,20,6,0.92,2 fois,missing,0,0,0
51,management,married,secondary,441,1,0,7,5,3.15,2 fois,missing,0,1,0
38,entrepreneur,married,tertiary,898,1,0,6,5,2.2,2 fois,missing,0,0,0
32,technician,single,secondary,945,0,0,4,5,5.2,3-6 fois,missing,0,0,0
31,entrepreneur,divorced,tertiary,0,1,0,18,11,2.73,1 fois,missing,0,0,0
36,blue-collar,single,tertiary,1830,0,0,14,10,3.05,1 fois,failure,0,1,0
33,blue-collar,married,tertiary,6138,1,0,20,5,6.15,1 fois,missing,0,0,0
47,technician,divorced,,442,1,0,11,5,1.42,1 fois,missing,0,0,0
52,management,married,tertiary,0,0,0,12,8,1.77,2 fois,missing,0,0,0
42,blue-collar,married,primary,1556,0,1,8,7,1.88,1 fois,missing,0,0,0
39,admin.,divorced,secondary,83,1,0,30,7,1.15,3-6 fois,missing,0,0,0
31,admin.,single,secondary,430,1,0,15,4,1.72,2 fois,missing,0,0,0
52,services,married,secondary,-336,0,1,12,6,1.85,> 6 fois,missing,0,0,0
40,blue-collar,divorced,,528,1,0,13,5,5.67,2 fois,failure,0,1,0
29,blue-collar,married,primary,111,1,0,6,5,0.23,> 6 fois,missing,0,0,0
49,management,single,tertiary,1556,1,0,28,7,11.23,3-6 fois,missing,0,0,0
57,management,divorced,tertiary,408,1,0,13,5,6.7,2 fois,failure,0,1,0
35,technician,married,secondary,1067,0,1,12,8,2.98,3-6 fois,missing,0,0,0
26,blue-collar,single,secondary,277,0,0,14,5,8.57,2 fois,missing,0,0,0
35,blue-collar,married,secondary,257,1,0,14,5,3.1,1 fois,missing,0,0,0
31,management,single,tertiary,0,1,1,14,5,1.95,3-6 fois,failure,0,1,1
57,management,divorced,tertiary,2549,0,0,17,7,3.22,2 fois,missing,0,0,0
32,services,divorced,secondary,4612,1,0,24,7,15.62,3-6 fois,missing,0,0,0
87,retired,married,secondary,433,0,0,15,12,2.5,1 fois,missing,0,0,0
44,self-employed,married,,680,1,0,30,7,1.4,3-6 fois,missing,0,0,0
41,blue-collar,single,secondary,3851,0,0,19,11,2.17,1 fois,missing,0,0,0
36,management,single,tertiary,442,1,1,29,7,1.7,3-6 fois,missing,0,0,1
56,services,married,secondary,642,1,0,30,1,0.27,1 fois,missing,0,1,0
35,blue-collar,single,secondary,487,1,0,15,5,1.95,1 fois,missing,0,0,0
46,admin.,married,secondary,171,1,1,11,10,4.18,1 fois,failure,0,1,1
32,technician,single,tertiary,13711,1,0,14,5,10.63,1 fois,success,0,1,0
41,entrepreneur,married,secondary,187,0,1,21,7,5.9,1 fois,missing,0,0,0
34,management,married,tertiary,101,1,0,13,8,3.48,3-6 fois,missing,0,0,0
48,blue-collar,married,primary,343,0,0,19,6,2.27,1 fois,missing,0,0,0
31,unemployed,single,secondary,315,0,0,30,1,2.17,1 fois,missing,0,1,0
41,services,married,secondary,205,1,0,8,5,1.52,1 fois,missing,0,0,0
36,blue-collar,married,primary,106,1,0,29,7,2.85,> 6 fois,missing,0,0,0
31,technician,married,secondary,477,0,0,30,4,2.43,1 fois,missing,0,0,0
37,management,single,tertiary,2875,0,0,20,11,1.83,2 fois,missing,0,0,0
48,technician,married,secondary,1000,0,0,21,11,1.73,2 fois,missing,0,0,0
31,unemployed,married,secondary,-825,1,0,7,5,2.98,2 fois,missing,0,0,0
42,admin.,married,secondary,534,1,0,16,5,2.32,2 fois,missing,0,0,0
50,blue-collar,married,,452,0,0,20,8,3.02,2 fois,missing,0,0,0
47,management,married,secondary,623,1,0,13,5,1.7,3-6 fois,missing,0,0,0
43,technician,married,secondary,310,1,0,29,5,4.85,1 fois,missing,0,0,0
59,housemaid,married,secondary,454,0,0,21,8,2.7,1 fois,missing,0,0,0
35,management,single,tertiary,2306,0,0,18,8,1.43,> 6 fois,missing,0,0,0
24,technician,single,secondary,-126,1,1,13,5,6.37,2 fois,missing,0,0,1
49,blue-collar,married,primary,399,0,0,29,1,11.32,1 fois,missing,0,0,0
47,services,married,secondary,0,1,0,9,7,4.17,1 fois,missing,0,0,0
57,self-employed,married,secondary,2109,0,0,21,8,1.78,3-6 fois,missing,0,0,0
29,management,married,tertiary,0,1,1,15,7,3.63,1 fois,missing,0,0,1
50,management,married,tertiary,-470,1,0,19,11,2.17,2 fois,failure,0,1,0
32,management,married,tertiary,81,1,0,17,11,2.0,1 fois,missing,0,0,0
23,admin.,single,secondary,1104,1,0,12,5,2.0,2 fois,missing,0,0,0
41,technician,married,secondary,457,1,1,26,5,3.02,2 fois,missing,0,0,1
48,blue-collar,divorced,primary,0,0,0,6,6,4.13,2 fois,missing,0,0,0
29,management,married,tertiary,941,1,0,4,6,9.5,> 6 fois,missing,0,0,0
42,admin.,married,primary,-466,0,1,31,7,1.57,> 6 fois,missing,0,0,0
38,admin.,single,secondary,2600,1,0,19,11,1.12,1 fois,missing,0,0,0
31,management,single,tertiary,3,0,0,4,2,6.77,2 fois,missing,0,0,0
38,technician,married,,90,1,1,8,5,0.33,2 fois,missing,0,0,1
50,management,married,tertiary,2570,0,0,18,11,4.55,2 fois,missing,0,0,0
36,management,single,tertiary,181,1,0,13,5,2.65,2 fois,failure,0,1,0
52,blue-collar,married,primary,66653,0,0,14,8,1.82,3-6 fois,missing,0,0,0
50,entrepreneur,married,secondary,556,1,0,16,5,2.17,2 fois,missing,0,0,0
38,housemaid,married,secondary,110,0,0,25,5,2.78,1 fois,missing,0,0,0
30,services,single,secondary,9,0,1,29,1,3.23,2 fois,failure,0,1,0
46,management,married,secondary,0,0,0,12,6,2.58,1 fois,missing,0,0,0
54,management,married,secondary,5249,1,0,17,11,1.8,1 fois,missing,0,0,0
46,blue-collar,married,primary,2499,1,0,16,5,0.7,3-6 fois,missing,0,0,0
49,management,married,tertiary,276,0,0,27,8,1.03,3-6 fois,missing,0,0,0
36,management,single,tertiary,3343,0,0,18,11,5.12,1 fois,missing,0,0,0
58,self-employed,married,secondary,9994,0,0,10,7,6.67,1 fois,missing,0,0,0
29,admin.,single,secondary,613,1,0,19,6,12.98,1 fois,missing,0,0,0
41,blue-collar,single,secondary,925,1,0,13,5,0.72,1 fois,missing,0,0,0
32,management,married,tertiary,393,0,0,28,1,7.63,2 fois,missing,0,0,0
33,services,divorced,secondary,339,1,0,23,5,8.27,3-6 fois,missing,0,0,0
31,entrepreneur,married,tertiary,1216,0,0,8,8,2.5,3-6 fois,missing,0,0,0
44,technician,married,tertiary,1818,1,1,30,4,4.12,1 fois,missing,0,0,1
51,entrepreneur,divorced,tertiary,2109,0,0,12,4,1.98,1 fois,success,0,1,0
38,admin.,married,secondary,46,0,0,7,8,0.8,2 fois,missing,0,0,0
38,management,married,tertiary,980,0,0,3,6,11.03,3-6 fois,missing,0,0,0
27,unemployed,single,tertiary,3060,0,0,30,1,8.88,1 fois,missing,0,0,0
41,housemaid,married,primary,46,0,0,22,8,4.47,1 fois,missing,0,0,0
32,blue-collar,married,primary,274,1,0,9,5,0.35,3-6 fois,missing,0,0,0
45,admin.,married,secondary,805,1,0,15,5,3.1,3-6 fois,missing,0,0,0
54,housemaid,married,primary,3151,0,0,18,6,5.83,> 6 fois,missing,0,0,0
36,technician,divorced,secondary,160,1,0,26,5,2.37,1 fois,missing,0,0,0
33,management,married,tertiary,0,1,0,28,7,0.9,3-6 fois,missing,0,0,0
40,services,divorced,secondary,694,1,0,31,7,1.25,> 6 fois,missing,0,0,0
37,blue-collar,married,secondary,509,1,0,20,4,2.87,1 fois,missing,0,0,0
48,blue-collar,married,primary,237,1,0,19,6,0.3,> 6 fois,missing,0,0,0
36,management,married,tertiary,0,1,0,29,1,1.43,1 fois,missing,0,1,0
46,management,married,tertiary,16,1,0,6,5,5.07,1 fois,missing,0,0,0
29,admin.,divorced,secondary,504,1,0,7,5,3.38,1 fois,missing,0,0,0
41,technician,married,secondary,-274,1,0,27,5,3.03,3-6 fois,missing,0,0,0
44,management,married,tertiary,0,1,0,28,5,4.33,1 fois,missing,0,0,0
40,management,married,tertiary,0,1,0,2,2,4.65,1 fois,missing,0,0,0
33,technician,single,tertiary,2565,1,0,13,5,2.13,2 fois,missing,0,0,0
60,technician,married,tertiary,91,0,0,27,8,1.75,3-6 fois,missing,0,0,0
48,blue-collar,married,secondary,558,1,0,5,2,11.8,> 6 fois,missing,0,0,0
37,unemployed,single,tertiary,1032,0,0,4,2,1.05,1 fois,missing,0,0,0
39,management,married,tertiary,351,1,0,20,5,16.65,3-6 fois,missing,0,0,0
28,student,single,secondary,231,1,0,8,5,0.92,1 fois,missing,0,0,0
44,housemaid,married,primary,3706,0,0,17,6,3.48,3-6 fois,missing,0,0,0
37,management,married,tertiary,5,0,0,29,8,0.6,2 fois,missing,0,0,0
58,management,single,tertiary,342,0,1,11,7,9.4,2 fois,missing,0,0,0
50,unemployed,single,secondary,588,0,0,31,7,10.82,3-6 fois,missing,0,0,0
38,services,married,secondary,3165,1,0,12,5,2.53,2 fois,missing,0,0,0
31,management,single,tertiary,0,0,0,25,8,1.68,3-6 fois,missing,0,0,0
33,technician,divorced,secondary,464,0,0,4,2,3.45,3-6 fois,missing,0,0,0
35,management,single,tertiary,837,0,0,4,8,5.48,1 fois,missing,0,0,0
53,management,married,tertiary,34230,1,1,7,5,4.65,1 fois,missing,0,1,1
58,retired,married,secondary,5435,1,0,6,5,1.97,1 fois,missing,0,0,0
26,blue-collar,single,primary,102,1,0,16,5,0.77,1 fois,missing,0,0,0
34,admin.,married,secondary,641,1,1,16,5,7.78,1 fois,missing,0,0,1
50,blue-collar,married,primary,334,0,0,27,8,1.32,3-6 fois,missing,0,0,0
42,blue-collar,married,,149,1,0,23,7,5.48,3-6 fois,missing,0,0,0
46,admin.,married,secondary,179,1,0,29,1,3.23,3-6 fois,missing,0,1,0
45,blue-collar,married,primary,61,0,0,17,4,1.8,1 fois,missing,0,0,0
46,services,married,secondary,375,0,0,31,7,2.87,3-6 fois,missing,0,0,0
31,technician,single,secondary,2088,0,0,9,2,0.25,> 6 fois,missing,0,0,0
44,technician,single,secondary,29,1,0,5,5,2.52,1 fois,missing,0,0,0
36,management,married,tertiary,3839,0,0,19,11,2.43,1 fois,missing,0,0,0
50,management,married,secondary,2910,0,0,29,7,13.17,1 fois,missing,0,0,0
33,management,single,tertiary,3770,0,0,28,1,12.62,2 fois,missing,0,0,0
33,blue-collar,married,primary,141,1,0,21,5,9.63,2 fois,missing,0,0,0
55,management,single,tertiary,0,0,0,30,4,2.6,3-6 fois,missing,0,0,0
40,services,single,secondary,65,1,0,15,5,0.25,3-6 fois,missing,0,0,0
30,technician,married,secondary,-306,1,1,18,11,6.2,1 fois,failure,0,1,1
36,services,married,secondary,3740,1,0,7,4,4.23,1 fois,missing,0,0,0
34,services,divorced,secondary,0,1,1,20,5,3.38,1 fois,missing,0,0,1
46,entrepreneur,married,secondary,131,1,0,20,4,1.15,2 fois,missing,0,0,0
55,management,married,tertiary,23189,1,0,14,5,1.28,1 fois,missing,0,0,0
56,blue-collar,divorced,primary,-1,0,0,18,7,5.07,3-6 fois,missing,0,0,0
34,admin.,single,secondary,6979,1,0,15,5,0.23,3-6 fois,missing,0,0,0
42,management,married,tertiary,187,0,0,11,8,1.07,1 fois,missing,0,0,0
48,blue-collar,married,primary,1203,0,0,6,8,1.02,3-6 fois,missing,0,0,0
51,management,married,primary,6298,1,0,20,6,0.23,3-6 fois,missing,0,0,0
45,blue-collar,single,tertiary,-243,0,1,8,7,2.85,2 fois,missing,0,0,0
35,self-employed,single,primary,181,1,0,15,5,0.32,> 6 fois,missing,0,0,0
63,self-employed,married,tertiary,661,0,0,2,3,0.93,2 fois,missing,0,0,0
35,blue-collar,married,secondary,270,1,1,6,4,5.53,2 fois,failure,0,1,1
25,student,single,secondary,1919,1,0,15,5,4.4,1 fois,failure,0,1,0
26,self-employed,married,secondary,492,1,1,15,5,7.32,3-6 fois,missing,0,0,1
29,management,single,tertiary,91,0,0,30,4,1.65,1 fois,missing,0,1,0
26,management,married,tertiary,775,0,0,19,5,0.58,3-6 fois,missing,0,0,0
26,blue-collar,single,secondary,2669,1,0,16,4,4.03,1 fois,missing,0,0,0
23,management,single,tertiary,2605,1,0,7,5,4.63,3-6 fois,missing,0,0,0
51,management,single,,1277,0,0,22,2,2.38,3-6 fois,failure,0,1,0
51,blue-collar,married,secondary,568,1,0,4,6,0.62,1 fois,missing,0,0,0
43,technician,married,secondary,2344,1,0,27,5,1.85,2 fois,missing,0,0,0
81,retired,divorced,primary,4321,0,0,11,8,2.72,3-6 fois,missing,0,0,0
42,management,divorced,tertiary,1064,0,0,18,8,1.68,2 fois,missing,0,0,0
41,services,married,secondary,241,1,1,4,6,2.4,1 fois,missing,0,0,1
35,technician,single,secondary,183,0,0,1,9,8.6,2 fois,failure,0,1,0
32,management,married,tertiary,9214,0,1,18,10,1.18,1 fois,missing,0,0,0
51,services,single,secondary,513,1,0,29,7,5.52,2 fois,missing,0,0,0
33,technician,married,secondary,14850,1,0,5,2,2.03,3-6 fois,missing,0,0,0
38,self-employed,married,secondary,279,1,0,28,5,1.83,3-6 fois,missing,0,0,0
48,retired,married,tertiary,4,0,1,23,7,1.17,3-6 fois,missing,0,0,0
50,technician,divorced,secondary,-298,1,0,6,2,1.13,> 6 fois,missing,0,0,0
39,blue-collar,single,secondary,522,1,0,14,5,3.75,> 6 fois,failure,0,1,0
30,services,single,secondary,0,1,0,7,7,2.68,2 fois,missing,0,0,0
39,technician,married,secondary,8,0,1,17,11,5.55,2 fois,failure,0,1,0
35,technician,married,tertiary,432,0,0,12,8,1.73,> 6 fois,missing,0,0,0
41,technician,married,secondary,-378,1,0,5,2,6.02,1 fois,failure,0,1,0
41,admin.,married,secondary,338,1,0,16,5,2.02,1 fois,missing,0,0,0
35,blue-collar,married,primary,2878,1,0,18,11,2.33,2 fois,missing,0,0,0
43,management,married,primary,62,1,0,14,5,2.22,1 fois,failure,0,1,0
27,services,married,secondary,1303,1,1,21,5,6.07,1 fois,missing,0,0,1
32,technician,married,secondary,255,0,1,25,8,1.05,3-6 fois,missing,0,0,0
39,technician,divorced,secondary,0,1,1,30,4,1.42,1 fois,missing,0,0,1
37,management,married,tertiary,1125,1,0,3,6,5.02,1 fois,missing,0,0,0
40,entrepreneur,married,secondary,1238,1,0,21,7,0.83,2 fois,missing,0,0,0
33,blue-collar,married,secondary,370,1,0,8,4,4.15,1 fois,missing,0,0,0
29,management,married,tertiary,2417,1,0,7,5,2.1,2 fois,missing,0,0,0
50,housemaid,married,primary,4,0,0,16,6,0.85,1 fois,missing,0,0,0
39,admin.,married,primary,444,1,0,8,5,6.23,2 fois,missing,0,0,0
32,technician,single,secondary,28,1,0,18,11,6.13,1 fois,missing,0,0,0
49,management,married,tertiary,2139,0,0,5,8,4.63,1 fois,missing,0,0,0
37,blue-collar,married,secondary,194,1,0,12,5,9.43,> 6 fois,missing,0,0,0
57,blue-collar,married,primary,195,0,1,30,7,3.08,3-6 fois,missing,0,0,0
44,management,married,secondary,0,0,0,21,8,2.78,2 fois,missing,0,0,0
36,self-employed,married,secondary,189,1,0,22,7,10.53,1 fois,missing,0,0,0
55,management,single,secondary,220,1,0,6,5,5.47,2 fois,missing,0,0,0
40,admin.,married,primary,189,1,0,27,5,2.67,2 fois,missing,0,0,0
40,blue-collar,married,secondary,746,1,1,2,2,4.02,1 fois,missing,0,1,1
44,management,married,secondary,13054,1,0,11,5,7.85,2 fois,missing,0,1,0
41,services,married,primary,0,1,0,17,7,0.3,> 6 fois,missing,0,0,0
65,retired,married,secondary,23421,0,0,2,2,7.2,1 fois,missing,0,0,0
31,blue-collar,married,secondary,41,1,0,19,5,4.42,1 fois,missing,0,0,0
48,blue-collar,married,secondary,7408,0,1,4,2,1.68,2 fois,missing,0,0,0
55,retired,married,tertiary,101,1,0,9,7,1.85,1 fois,missing,0,0,0
34,admin.,married,secondary,384,1,0,14,5,9.18,2 fois,missing,0,0,0
36,admin.,single,secondary,2556,1,0,13,4,5.7,1 fois,missing,0,0,0
33,management,married,tertiary,808,1,0,19,8,0.2,> 6 fois,missing,0,0,0
46,management,married,tertiary,0,0,0,26,5,6.68,1 fois,missing,0,0,0
52,management,married,tertiary,1158,0,0,27,8,0.95,3-6 fois,missing,0,0,0
